focal_class,scene,cluster
chair,0002565-000085935024,5
chair,000256_2014-06-02_14-59-47_260595134347_rgbf000082-resize,0
chair,0002572-000086529010,2
chair,000257_2014-06-02_15-13-49_260595134347_rgbf000045-resize,1
chair,0002584-000086639064,4
chair,0002586-000086638860,4
chair,0002589-000086796592,8
chair,000258_2014-06-02_15-15-21_260595134347_rgbf000061-resize,0
chair,0002591-000114798427,9
chair,000259_2014-06-02_15-15-59_260595134347_rgbf000077-resize,0
chair,0002602-000087175116,0
chair,0002602-000113518692,4
chair,0002608-000087711372,0
chair,000260_2014-06-02_15-21-25_260595134347_rgbf000158-resize,0
chair,0002627-000088036938,0
chair,000262_2014-06-02_15-14-52_260595134347_rgbf000152-resize,1
chair,0002634-000088360683,1
chair,000264_2014-06-02_14-54-29_260595134347_rgbf000033-resize,5
chair,0002650-000088898365,4
chair,0002654-000115160976,1
chair,0002667-000089688816,0
chair,0002667-000109362708,2
chair,0002671-000369121002,1
chair,0002677-000114021432,6
chair,0002682-000090034262,0
chair,0002695-000090305228,0
chair,0002701-000090493200,4
chair,0002719-000091096488,0
chair,000272_2014-06-02_15-11-36_260595134347_rgbf000037-resize,9
chair,0002731-000091632744,0
chair,0002737-000115405769,1
chair,0002747-000092034936,2
chair,0002755-000121487811,1
chair,0002758-000092403612,6
chair,0002762-000092583282,0
chair,0002762-000117278382,0
chair,0002764-000092604708,0
chair,0002766-000093006900,0
chair,0002777-000093409092,0
chair,0002780-000121776934,1
chair,0002784-000093298333,0
chair,0002785-000093342060,1
chair,0002788-000116975441,5
chair,0002791-000093808423,1
chair,0002792-000119115864,5
chair,0002799-000093978864,1
chair,0002805-000094045896,4
chair,0002807-000094045896,5
chair,0002807-000094381056,0
chair,000280_2014-06-02_16-13-06_260595134347_rgbf000064-resize,7
chair,0002812-000094326531,1
chair,0002814-000122855409,1
chair,0002817-000094481604,1
chair,0002828-000095078848,0
chair,0002836-000095252472,0
chair,0002843-000095366953,4
chair,0002844-000095290599,0
chair,0002845-000142889999,5
chair,0002848-000095520600,4
chair,0002848-000126897098,4
chair,0002852-000122668560,0
chair,0002859-000095788728,6
chair,0002870-000096190920,0
chair,0002870-000096193519,0
chair,0002871-000132530645,4
chair,0002872-000096224436,0
chair,0002872-000096257952,0
chair,0002886-000096693660,4
chair,0002895-000097354678,0
chair,000289_2014-06-02_15-21-58_260595134347_rgbf000476-resize,6
chair,000290_2014-06-02_15-23-22_260595134347_rgbf000127-resize,6
chair,000291_2014-06-02_15-24-04_260595134347_rgbf000056-resize,3
chair,0002929-000123506460,0
chair,000292_2014-06-02_15-24-42_260595134347_rgbf000049-resize,4
chair,0002935-000098335944,0
chair,0002936-000098482515,0
chair,0002939-000128779707,9
chair,0002944-000098683194,0
chair,0002952-000098905716,0
chair,0002954-000098982372,0
chair,0002960-000099240876,1
chair,0002965-000131765796,0
chair,0002966-000099374940,0
chair,0002979-000099834570,0
chair,0002992-000100264522,4
chair,0002998-000100470862,0
chair,0002998-000100625318,1
chair,0002999-000100480968,0
chair,0003000-000138188614,6
chair,0003005-000100695188,4
chair,000300_2014-06-02_15-06-55_260595134347_rgbf000636-resize,1
chair,0003034-000101711212,7
chair,0003038-000102022704,0
chair,0003042-000101922156,4
chair,0003042-000129193888,1
chair,0003044-000136511272,4
chair,0003051-000102290832,0
chair,0003053-000102357864,4
chair,000306_2014-06-02_15-07-56_260595134347_rgbf000105-resize,1
chair,0003078-000103363344,0
chair,0003081-000129644489,5
chair,0003082-000103561579,1
chair,0003083-000136349215,4
chair,0003084-000103334439,0
chair,0003084-000103430376,7
chair,0003086-000135777120,4
chair,0003091-000103597956,0
chair,0003097-000103832568,0
chair,0003101-000103933116,0
chair,0003104-000104000148,4
chair,0003108-000104179818,0
chair,0003118-000141940260,4
chair,0003123-000104670468,0
chair,0003127-000138603060,0
chair,000312_2014-06-02_15-07-56_260595134347_rgbf001362-resize,1
chair,0003131-000104905080,0
chair,000313_2014-06-02_15-07-56_260595134347_rgbf001466-resize,1
chair,0003150-000105541884,4
chair,0003151-000105598810,0
chair,0003153-000128634408,6
chair,0003159-000106086307,0
chair,0003161-000351820007,9
chair,0003169-000106207758,0
chair,0003171-000106279236,0
chair,0003171-000135371124,1
chair,0003176-000106413300,1
chair,0003177-000106547364,0
chair,0003182-000142180394,4
chair,0003183-000106648030,1
chair,0003198-000107150652,4
chair,0003210-000107552844,1
chair,0003210-000107586360,7
chair,0003216-000107818520,1
chair,0003227-000108189648,4
chair,000322_2014-06-02_14-58-44_260595134347_rgbf000169-resize,6
chair,0003232-000108303320,3
chair,000323_2014-06-02_15-00-58_260595134347_rgbf000097-resize,6
chair,0003244-000108709587,0
chair,0003248-000109004318,0
chair,000324_2014-06-02_15-01-22_260595134347_rgbf000068-resize,6
chair,000325_2014-06-02_15-22-44_260595134347_rgbf000048-resize,6
chair,0003260-000142912224,1
chair,000326_2014-06-02_15-25-49_260595134347_rgbf000087-resize,4
chair,0003275-000109946986,0
chair,0003278-000109881292,0
chair,000327_2014-06-02_15-29-50_260595134347_rgbf000057-resize,6
chair,0003284-000139818460,1
chair,0003307-000110827201,1
chair,0003309-000111233560,0
chair,000330_2014-06-09_22-28-46_260595134347_rgbf000197-resize,1
chair,0003313-000111105540,5
chair,0003315-000111072024,0
chair,0003319-000111502093,5
chair,0003334-000111842892,0
chair,000333_2014-06-09_20-19-26_260595134347_rgbf000164-resize,0
chair,0003346-000112136734,0
chair,000334_2014-06-09_20-19-58_260595134347_rgbf000142-resize,4
chair,0003350-000152841341,0
chair,000335_2014-06-08_11-30-31_260595134347_rgbf000184-resize,4
chair,000336_2014-06-08_11-32-47_260595134347_rgbf000334-resize,4
chair,0003373-000113051594,1
chair,000337_2014-06-08_11-33-33_260595134347_rgbf000215-resize,1
chair,000338_2014-06-08_11-34-19_260595134347_rgbf000102-resize,0
chair,0003394-000113719788,4
chair,0003398-000114088464,0
chair,000339_2014-06-08_11-34-52_260595134347_rgbf002542-resize,1
chair,0003405-000142241904,0
chair,0003406-000151205076,1
chair,000340_2014-06-08_11-39-28_260595134347_rgbf000245-resize,1
chair,0003416-000144966881,1
chair,0003417-000142610580,1
chair,000341_2014-06-08_11-40-02_260595134347_rgbf000137-resize,4
chair,0003421-000114624720,2
chair,0003424-000151015407,1
chair,0003426-000148744008,0
chair,000342_2014-06-09_19-36-59_260595134347_rgbf000102-resize,1
chair,0003436-000115127460,0
chair,0003436-000115228008,7
chair,0003439-000115516689,5
chair,000345_2014-06-09_19-38-14_260595134347_rgbf000086-resize,1
chair,0003465-000116166456,1
chair,0003469-000116233488,7
chair,000346_2014-06-09_19-48-39_260595134347_rgbf000119-resize,4
chair,0003470-000116736228,0
chair,0003477-000116501616,0
chair,000347_2014-06-09_19-49-03_260595134347_rgbf000225-resize,0
chair,0003480-000148878072,0
chair,000348_2014-06-09_19-49-30_260595134347_rgbf000130-resize,0
chair,0003490-000117138420,0
chair,0003494-000117367393,0
chair,0003496-000117171936,0
chair,000349_2014-06-09_20-25-05_260595134347_rgbf000073-resize,4
chair,0003502-000117574128,0
chair,0003506-000117588061,4
chair,000350_2014-06-09_20-25-42_260595134347_rgbf000072-resize,4
chair,0003514-000117806288,1
chair,000351_2014-06-09_20-26-05_260595134347_rgbf000098-resize,4
chair,0003520-000117942804,0
chair,0003526-000118143900,7
chair,000352_2014-06-09_20-26-39_260595134347_rgbf000110-resize,4
chair,000353_2014-06-09_20-28-27_260595134347_rgbf000059-resize,4
chair,0003540-000118790990,0
chair,000354_2014-06-09_20-31-55_260595134347_rgbf000172-resize,4
chair,0003560-000365229004,4
chair,0003567-000152665380,0
chair,0003571-000119701480,0
chair,0003573-000119744866,0
chair,000357_2014-06-09_20-33-32_260595134347_rgbf000234-resize,0
chair,0003580-000119953764,6
chair,0003586-000120154860,0
chair,000358_2014-06-09_20-35-19_260595134347_rgbf000150-resize,0
chair,0003590-000160781774,4
chair,0003594-000120422988,0
chair,000359_2014-06-09_20-54-59_260595134347_rgbf000128-resize,4
chair,000360_2014-06-09_20-55-41_260595134347_rgbf000174-resize,4
chair,0003613-000162938969,4
chair,0003616-000121294404,2
chair,0003619-000121274012,6
chair,000361_2014-06-09_20-56-18_260595134347_rgbf000121-resize,4
chair,000362_2014-06-09_20-57-02_260595134347_rgbf000076-resize,4
chair,000363_2014-06-09_15-50-18_260595134347_rgbf000144-resize,7
chair,0003655-000122467464,0
chair,000365_2014-06-09_15-51-39_260595134347_rgbf000149-resize,1
chair,0003661-000153168120,0
chair,0003665-000160239996,0
chair,000366_2014-06-09_15-52-03_260595134347_rgbf000155-resize,1
chair,0003670-000122987403,0
chair,0003670-000164334470,4
chair,000367_2014-06-09_15-52-33_260595134347_rgbf000127-resize,1
chair,0003687-000160172964,0
chair,0003688-000123593268,4
chair,000368_2014-06-09_15-53-01_260595134347_rgbf000155-resize,1
chair,0003691-000123674040,2
chair,0003693-000123786678,1
chair,000369_2014-06-09_15-53-32_260595134347_rgbf000197-resize,1
chair,0003707-000124478424,4
chair,000370_2014-06-09_15-58-58_260595134347_rgbf000076-resize,1
chair,000371_2014-06-08_22-20-19_260595134347_rgbf000138-resize,1
chair,0003729-000124947648,3
chair,000372_2014-06-08_22-20-45_260595134347_rgbf000110-resize,4
chair,0003730-000167046251,1
chair,0003739-000164790483,1
chair,000373_2014-06-08_11-11-22_260595134347_rgbf000256-resize,0
chair,0003743-000159010085,1
chair,0003748-000125620567,0
chair,000374_2014-06-08_11-12-01_260595134347_rgbf000130-resize,0
chair,0003753-000125752032,6
chair,0003755-000125852580,0
chair,0003759-000125958028,4
chair,000375_2014-06-08_11-17-29_260595134347_rgbf000133-resize,0
chair,0003768-000258449005,1
chair,000376_2014-06-08_11-17-57_260595134347_rgbf000110-resize,0
chair,0003770-000165135692,0
chair,0003771-000126556416,1
chair,0003776-000126757512,1
chair,000377_2014-06-08_11-18-34_260595134347_rgbf000178-resize,1
chair,000378_2014-06-08_11-19-25_260595134347_rgbf000084-resize,0
chair,0003798-000127327284,1
chair,000379_2014-06-08_11-19-45_260595134347_rgbf000106-resize,1
chair,0003800-000127561896,0
chair,0003807-000127595412,0
chair,0003807-000164194884,0
chair,0003827-000128332764,0
chair,000382_2014-06-09_16-05-37_260595134347_rgbf000172-resize,0
chair,0003830-000128445819,0
chair,000383_2014-06-08_22-57-00_260595134347_rgbf000047-resize,4
chair,000384_2014-06-08_22-57-14_260595134347_rgbf000063-resize,0
chair,000385_2014-06-08_22-57-31_260595134347_rgbf000087-resize,1
chair,000386_2014-06-08_22-57-48_260595134347_rgbf000111-resize,1
chair,000387_2014-06-08_23-04-43_260595134347_rgbf000079-resize,0
chair,000388_2014-06-08_23-05-16_260595134347_rgbf000052-resize,0
chair,0003897-000130601641,0
chair,000389_2014-06-08_23-05-33_260595134347_rgbf000106-resize,4
chair,0003902-000130755540,0
chair,000390_2014-06-08_23-05-52_260595134347_rgbf000061-resize,7
chair,000391_2014-06-08_23-06-55_260595134347_rgbf000125-resize,1
chair,0003929-000131784912,0
chair,000392_2014-06-08_23-08-21_260595134347_rgbf000102-resize,0
chair,0003937-000131918976,4
chair,000393_2014-06-08_23-08-44_260595134347_rgbf000119-resize,0
chair,0003947-000132273912,1
chair,000394_2014-06-08_23-09-42_260595134347_rgbf000100-resize,0
chair,0003956-000132555780,4
chair,000395_2014-06-08_13-38-04_260595134347_rgbf000097-resize,0
chair,0003968-000133058520,1
chair,000396_2014-06-08_12-56-14_260595134347_rgbf000180-resize,0
chair,000397_2014-06-08_18-30-08_260595134347_rgbf000067-resize,0
chair,0003980-000133658947,0
chair,000398_2014-06-08_17-36-44_260595134347_rgbf000151-resize,0
chair,0003998-000168116256,7
chair,0003999-000134292973,0
chair,000399_2014-06-08_17-37-15_260595134347_rgbf000087-resize,4
chair,000400_2014-06-08_18-51-40_260595134347_rgbf000123-resize,4
chair,0004012-000275738007,8
chair,0004017-000134734320,0
chair,000401_2014-06-09_22-23-08_260595134347_rgbf000123-resize,0
chair,0004027-000134952615,0
chair,000402_2014-06-09_22-23-28_260595134347_rgbf000081-resize,0
chair,0004030-000267954010,6
chair,0004051-000135796984,5
chair,0004054-000136309572,2
chair,0004066-000136487499,1
chair,000406_2014-06-04_19-20-50_260595134347_rgbf000119-resize,1
chair,0004077-000164697624,6
chair,000408_2014-06-04_19-22-29_260595134347_rgbf000160-resize,0
chair,0004100-000175959000,0
chair,0004133-000138511417,0
chair,0004142-000138815470,0
chair,0004151-000139158432,0
chair,0004158-000139560624,0
chair,000415_2014-06-04_19-50-03_260595134347_rgbf000070-resize,0
chair,0004166-000139962816,4
chair,0004168-000139694688,7
chair,0004170-000139728204,6
chair,0004170-000139973163,0
chair,0004172-000186455030,4
chair,0004185-000140529727,1
chair,000418_long_2014-06-09_22-33-44_260595134347_rgbf002067-resize,9
chair,0004198-000185872047,1
chair,0004211-000141303456,1
chair,0004237-000192884580,4
chair,0004247-000142443000,0
chair,0004270-000143092928,3
chair,0004271-000143122944,1
chair,0004271-000143130519,0
chair,0004287-000173076624,8
chair,0004294-000143884188,2
chair,0004301-000144142105,0
chair,0004311-000144487476,0
chair,0004313-000182538317,1
chair,0004322-000144822636,6
chair,0004330-000145389547,1
chair,0004333-000145191312,0
chair,0004334-000145492956,4
chair,0004347-000145660536,1
chair,000434_2014-06-09_22-24-19_260595134347_rgbf000145-resize,5
chair,0004358-000146062728,0
chair,0004364-000146334267,0
chair,000436_2014-06-09_22-25-11_260595134347_rgbf000137-resize,8
chair,0004378-000146764112,1
chair,000437_2014-06-09_22-25-37_260595134347_rgbf000206-resize,3
chair,000438_2014-06-09_22-26-12_260595134347_rgbf000149-resize,3
chair,000439_2014-06-08_11-22-32_260595134347_rgbf000148-resize,2
chair,000441_2014-06-08_11-42-52_260595134347_rgbf000152-resize,1
chair,0004421-000189633528,0
chair,000442_2014-06-08_11-44-10_260595134347_rgbf000225-resize,0
chair,000443_2014-06-08_11-44-46_260595134347_rgbf000061-resize,0
chair,0004445-000193152708,2
chair,000444_2014-06-08_11-45-04_260595134347_rgbf000131-resize,0
chair,0004462-000149749488,2
chair,000447_2014-06-08_16-15-46_260595134347_rgbf000130-resize,5
chair,0004481-000150252228,0
chair,000448_2014-06-08_16-16-21_260595134347_rgbf000129-resize,0
chair,0004493-000198675159,1
chair,000449_2014-06-08_16-17-09_260595134347_rgbf000122-resize,5
chair,0004504-000150956064,0
chair,000450_2014-06-08_16-18-37_260595134347_rgbf000155-resize,7
chair,000451_2014-06-08_16-20-19_260595134347_rgbf000126-resize,8
chair,0004521-000151525836,7
chair,000452_2014-06-08_16-21-31_260595134347_rgbf000128-resize,1
chair,000454_2014-06-08_16-37-28_260595134347_rgbf000048-resize,8
chair,0004552-000152564832,0
chair,0004552-000192727181,1
chair,0004556-000152954061,0
chair,0004559-000152799444,4
chair,000457_2014-06-08_16-52-43_260595134347_rgbf000199-resize,0
chair,000458_2014-06-08_16-53-17_260595134347_rgbf000133-resize,1
chair,0004594-000153938988,0
chair,0004597-000154057702,4
chair,000459_2014-06-08_16-54-11_260595134347_rgbf000096-resize,1
chair,0004602-000205156958,4
chair,000460_2014-06-08_16-54-56_260595134347_rgbf000180-resize,0
chair,0004614-000154713267,0
chair,000461_2014-06-08_16-55-25_260595134347_rgbf000064-resize,1
chair,0004625-000155266665,1
chair,000462_2014-06-08_16-55-40_260595134347_rgbf000086-resize,0
chair,000463_2014-06-08_23-24-12_260595134347_rgbf000116-resize,0
chair,000464_2014-06-08_23-25-40_260595134347_rgbf000101-resize,0
chair,0004655-000156162214,4
chair,000465_2014-06-08_23-26-05_260595134347_rgbf000021-resize,0
chair,0004663-000205780551,1
chair,000466_2014-06-09_19-34-54_260595134347_rgbf000218-resize,0
chair,0004675-000197308692,0
chair,0004676-000157042891,4
chair,000467_2014-06-09_19-35-24_260595134347_rgbf000188-resize,0
chair,0004688-000404822998,4
chair,000468_2014-06-09_19-40-30_260595134347_rgbf000082-resize,1
chair,0004699-000157491684,4
chair,000469_2014-06-09_19-42-10_260595134347_rgbf000081-resize,0
chair,0004709-000157793328,3
chair,000470_2014-06-09_19-42-40_260595134347_rgbf000094-resize,0
chair,0004710-000210083810,4
chair,0004711-000158229036,0
chair,000471_2014-06-09_19-43-57_260595134347_rgbf000121-resize,0
chair,0004726-000211287371,0
chair,000472_2014-06-09_19-45-12_260595134347_rgbf000076-resize,0
chair,0004731-000158580040,1
chair,000473_2014-06-09_19-45-40_260595134347_rgbf000085-resize,0
chair,000474_2014-06-09_20-23-17_260595134347_rgbf000131-resize,0
chair,000475_2014-06-09_20-30-32_260595134347_rgbf000106-resize,0
chair,000476_2014-06-09_20-37-04_260595134347_rgbf000072-resize,0
chair,0004772-000210047132,0
chair,000477_2014-06-09_20-37-26_260595134347_rgbf000111-resize,0
chair,000478_2014-06-09_20-38-54_260595134347_rgbf000130-resize,0
chair,000480_2014-06-09_20-40-17_260595134347_rgbf000125-resize,7
chair,000481_2014-06-09_20-40-39_260595134347_rgbf000199-resize,0
