split,stage,scene,classes_present
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-07-52_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-08-03_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-08-15_260595134347,chair|table|window|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-08-29_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-09-28_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-10-03_260595134347,table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-10-12_260595134347,table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-10-28_260595134347,table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-10-39_260595134347,table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-12-40_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-13-12_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-18-21_260595134347,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-18-55_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-19-20_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-19-38_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-19-45_260595134347,chair|table|door|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-20-02_260595134347,chair|table|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-20-22_260595134347,chair|table|door|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-23-52_260595134347,table|door|cabinet|desk|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-24-10_260595134347,chair|table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-25-01_260595134347,door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_13-49-54_260595134347,window|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_13-56-51_260595134347,chair|table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_13-57-47_260595134347,table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_13-58-10_260595134347,chair|table|window|door|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_13-59-04_260595134347,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_13-59-24_260595134347,box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-02-16_260595134347,chair|table|window|cabinet|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-02-30_260595134347,chair|desk|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-02-45_260595134347,table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-03-19_260595134347,chair|window|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-04-05_260595134347,chair|desk|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-04-22_260595134347,chair|table|desk|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-10-31_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-11-02_260595134347,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-12-36_260595134347,window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-13-03_260595134347,window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-13-40_260595134347,window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-15-44_260595134347,door|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-15-56_260595134347,table|door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-16-14_260595134347,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-16-34_260595134347,door|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-19-52_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-22-02_260595134347,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-22-21_260595134347,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-23-38_260595134347,chair|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-24-34_260595134347,table|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-24-51_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-25-11_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-25-41_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-26-03_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-26-33_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-27-13_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-28-26_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-28-37_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-32-44_260595134347,desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-33-05_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-33-25_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-34-08_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-34-22_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-34-39_260595134347,desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-35-00_260595134347,table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-35-14_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-36-05_260595134347,chair|table|window|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-36-21_260595134347,chair|table|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-36-39_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-37-01_260595134347,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-37-15_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-37-34_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-38-45_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-39-08_260595134347,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-39-33_260595134347,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-39-57_260595134347,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-32-01_260595134347,door|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-43-26_260595134347,chair|table|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-43-47_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-44-11_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-44-28_260595134347,chair|door|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-44-55_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-45-11_260595134347,chair|cabinet|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-45-48_260595134347,chair|table|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-46-16_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-46-38_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-47-01_260595134347,desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-47-19_260595134347,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-48-21_260595134347,chair|table|window|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-48-47_260595134347,window|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-49-07_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-49-37_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-50-08_260595134347,chair|table|window|door|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-50-23_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-51-08_260595134347,chair|table|window|cabinet|desk|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-51-42_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-51-58_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-52-13_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-52-30_260595134347,table|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-52-48_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-53-05_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-53-37_260595134347,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-53-54_260595134347,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-54-16_260595134347,chair|window|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-54-41_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-55-03_260595134347,desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-55-20_260595134347,desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-55-37_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-55-57_260595134347,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-56-10_260595134347,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-56-51_260595134347,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-57-33_260595134347,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-57-47_260595134347,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-58-23_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-59-14_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-59-39_260595134347,cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-00-02_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-00-21_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-00-34_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-00-52_260595134347,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-02-12_260595134347,chair|door|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-13-57_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-14-11_260595134347,chair|table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-14-24_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-14-42_260595134347,chair|table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-14-56_260595134347,chair|table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-15-08_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-15-27_260595134347,chair|table|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-15-49_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-16-01_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-16-18_260595134347,chair|table|window|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-16-32_260595134347,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-17-42_260595134347,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-18-04_260595134347,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-18-31_260595134347,table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-18-49_260595134347,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-19-55_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-21-16_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-21-51_260595134347,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-22-04_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-22-15_260595134347,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-22-33_260595134347,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-22-54_260595134347,chair|table|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-23-26_260595134347,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-23-46_260595134347,chair|table|window|door
