rank,class,scene_frequency,pct_of_scenes
1103,waterbottles,6,0.06
1104,tablebase,6,0.06
1105,markerboard,6,0.06
1106,towelbar,6,0.06
1107,recyclecan,6,0.06
1108,floorcarpet,6,0.06
1109,floorvent,6,0.06
1110,extensioncord,6,0.06
1111,keypad,6,0.06
1112,swith,6,0.06
1113,water,6,0.06
1114,block,6,0.06
1115,teddybear,6,0.06
1116,slipper,6,0.06
1117,rollbox,6,0.06
1118,steelcupboard,6,0.06
1119,bluewall,6,0.06
1120,electricplug,6,0.06
1121,flatscreentv,6,0.06
1122,winebottle,6,0.06
1123,displaycabinet,6,0.06
1124,whitetable,6,0.06
1125,microscope,6,0.06
1126,floortile,6,0.06
1127,metalplate,6,0.06
1128,floormoulding,6,0.06
1129,decorativepillow,6,0.06
1130,nighttable,6,0.06
1131,blackobject,6,0.06
1132,arearug,6,0.06
1133,trees,6,0.06
1134,storageunit,6,0.06
1135,supplies,6,0.06
1136,lectern,6,0.06
1137,windrow,6,0.06
1138,windowtreatment,6,0.06
1139,tablewithshelf,6,0.06
1140,switchplate,6,0.06
1141,whitechart,6,0.06
1142,cheir,6,0.06
1143,chhair,6,0.06
1144,mechine,6,0.06
1145,klozet,6,0.06
1146,laptopbag,6,0.06
1147,shampoobottle,6,0.06
1148,objects,6,0.06
1149,blockwall,5,0.05
1150,powerchord,5,0.05
1151,sunglasses,5,0.05
1152,nametag,5,0.05
1153,markers,5,0.05
1154,chir,5,0.05
1155,officetable,5,0.05
1156,dry-eraseboard,5,0.05
1157,image,5,0.05
1158,eraseboard,5,0.05
1159,slidingdoor,5,0.05
1160,glassjar,5,0.05
1161,stickynotes,5,0.05
1162,speakers,5,0.05
1163,glasscontainer,5,0.05
1164,screwdriver,5,0.05
1165,cablebox,5,0.05
1166,plastictub,5,0.05
1167,shopa,5,0.05
1168,paperstack,5,0.05
1169,lightlamp,5,0.05
1170,shades,5,0.05
1171,keys,5,0.05
1172,glassbottle,5,0.05
1173,wineglass,5,0.05
1174,hand,5,0.05
1175,measuringcup,5,0.05
1176,bush,5,0.05
1177,redcarpet,5,0.05
1178,woodenobject,5,0.05
1179,t-shirt,5,0.05
1180,scaner,5,0.05
1181,juicer,5,0.05
1182,westerntoilet,5,0.05
1183,appliance,5,0.05
1184,crockpot,5,0.05
1185,tablemate,5,0.05
1186,floortiles,5,0.05
1187,tablefan,5,0.05
1188,papertowelroll,5,0.05
1189,basketball,5,0.05
1190,cabinent,5,0.05
1191,mixi,5,0.05
1192,bottel,5,0.05
1193,smokedetector,5,0.05
1194,projector_screen,5,0.05
1195,cable_modem,5,0.05
1196,securitycamera,5,0.05
1197,dolly,5,0.05
1198,washing_machine,5,0.05
1199,winerack,5,0.05
1200,vacuumcleaner,5,0.05
1201,cannister,5,0.05
1202,phone_jack,5,0.05
1203,balloon,5,0.05
1204,plastic_container,5,0.05
1205,cradle,5,0.05
1206,xbox,5,0.05
1207,collander,5,0.05
1208,guitar_case,5,0.05
1209,musicstand,5,0.05
1210,computer_mouse,5,0.05
1211,valve,5,0.05
1212,square,5,0.05
1213,arm,5,0.05
1214,daybed,5,0.05
1215,bedstand,5,0.05
1216,sheetofpaper,5,0.05
1217,carrier,5,0.05
1218,dishwash,5,0.05
1219,computers,5,0.05
1220,recycle,5,0.05
1221,raincoat,5,0.05
1222,cornerwall,5,0.05
1223,shoebox,5,0.05
1224,plugs,5,0.05
1225,priceboard,5,0.05
1226,pilow,5,0.05
1227,women,5,0.05
1228,throwblanket,5,0.05
1229,bundle,5,0.05
1230,yellowchair,5,0.05
1231,containers,5,0.05
1232,acunit,5,0.05
1233,flooor,5,0.05
1234,flooroutlet,5,0.05
1235,electricalsocket,5,0.05
1236,electronic,5,0.05
1237,coffemaker,5,0.05
1238,mixer,5,0.05
1239,piping,5,0.05
1240,waterpurifier,5,0.05
1241,coffeefilters,5,0.05
1242,spicerack,5,0.05
1243,benchseat,5,0.05
1244,billboard,5,0.05
1245,electricalpanel,5,0.05
1246,thermostate,5,0.05
1247,magazinerack,5,0.05
1248,blackchair,5,0.05
1249,nameplate,5,0.05
1250,upperwall,5,0.05
1251,cabinethandle,5,0.05
1252,newspapers,5,0.05
1253,post-itnote,5,0.05
1254,refrigeratordoor,5,0.05
1255,xeroxmachine,5,0.05
1256,fusebox,5,0.05
1257,filebox,5,0.05
1258,fllor,5,0.05
1259,recyclingcan,5,0.05
1260,bathroomsink,5,0.05
1261,tvremote,5,0.05
1262,condiments,5,0.05
1263,windowwall,5,0.05
1264,sidewalk,5,0.05
1265,unidentifiedobject,5,0.05
1266,calander,5,0.05
1267,clutter,5,0.05
1268,dustpin,5,0.05
1269,stairrail,5,0.05
1270,tools,5,0.05
1271,floordrain,5,0.05
1272,glassbowl,5,0.05
1273,smokealarm,5,0.05
1274,outletcover,5,0.05
1275,bathroomfloor,5,0.05
1276,walldivider,5,0.05
1277,street,5,0.05
1278,cubby,5,0.05
1279,redbox,5,0.05
1280,chargingstation,5,0.05
1281,seatcushion,5,0.05
1282,dark,5,0.05
1283,bullitenboard,5,0.05
1284,toweldispenser,5,0.05
1285,bathroomstallwall,5,0.05
1286,entry,5,0.05
1287,steelbar,5,0.05
1288,bathroomstalldoor,5,0.05
1289,dividerwall,5,0.05
1290,paneledwall,5,0.05
1291,pedestal,5,0.05
1292,wreath,5,0.05
1293,bedpost,5,0.05
1294,chinahutch,5,0.05
1295,buffet,5,0.05
1296,ads,5,0.05
1297,couchcushion,5,0.05
1298,recliner,5,0.05
1299,warningsign,5,0.05
1300,plasticcover,5,0.05
1301,blinder,5,0.05
1302,medicinecabinet,5,0.05
1303,bedcover,5,0.05
1304,doormat,5,0.05
1305,hanging,5,0.05
1306,chait,5,0.05
1307,bottledwater,5,0.05
1308,comode,5,0.05
1309,laptopcase,5,0.05
1310,toiletbrush,5,0.05
1311,curten,5,0.05
1312,plugbox,5,0.05
1313,unidentifiableobject,5,0.05
1314,lamppole,5,0.05
1315,drawyer,5,0.05
1316,napkinholder,5,0.05
1317,scenary,5,0.05
1318,sneaker,5,0.05
1319,photocopier,5,0.05
1320,outdoor,5,0.05
1321,woodenstand,5,0.05
1322,pizzabox,5,0.05
1323,hair,5,0.05
1324,kitchenslab,5,0.05
1325,ventilater,5,0.05
1326,cookingrange,5,0.05
1327,plasticmug,4,0.04
1328,greenboard,4,0.04
1329,harddrive,4,0.04
1330,drawerhandle,4,0.04
1331,soket,4,0.04
1332,lightshadow,4,0.04
1333,doorwall,4,0.04
1334,partitionwall,4,0.04
1335,cds,4,0.04
1336,wallpartition,4,0.04
1337,panelledfloor,4,0.04
1338,sill,4,0.04
1339,writing,4,0.04
1340,papersheet,4,0.04
1341,bulletin,4,0.04
1342,clip,4,0.04
1343,trays,4,0.04
1344,carton,4,0.04
1345,mike,4,0.04
1346,drinkingglass,4,0.04
1347,stain,4,0.04
1348,pper,4,0.04
1349,penbox,4,0.04
1350,pappers,4,0.04
1351,shopachair,4,0.04
1352,powerstation,4,0.04
1353,game,4,0.04
1354,wrapper,4,0.04
1355,kichenslab,4,0.04
1356,ovendoor,4,0.04
1357,grass,4,0.04
1358,washspace,4,0.04
1359,decorations,4,0.04
1360,legs,4,0.04
1361,money,4,0.04
1362,powersupply,4,0.04
1363,someobject,4,0.04
1364,liquidsoap,4,0.04
1365,tab,4,0.04
1366,restroom,4,0.04
1367,shavingcream,4,0.04
1368,toilethandle,4,0.04
1369,refregirator,4,0.04
1370,wallcupboard,4,0.04
1371,knives,4,0.04
1372,booksandpapers,4,0.04
1373,stationary,4,0.04
1374,towelholder,4,0.04
1375,toothbrushholder,4,0.04
1376,unit,4,0.04
1377,paperstand,4,0.04
1378,tablerunner,4,0.04
1379,wallplate,4,0.04
1380,sock,4,0.04
1381,socks,4,0.04
1382,gloves,4,0.04
1383,paste,4,0.04
1384,kitchencounter,4,0.04
1385,lightbulb,4,0.04
1386,facewash,4,0.04
1387,textbooks,4,0.04
1388,textbook,4,0.04
1389,ethernetjack,4,0.04
1390,cologne,4,0.04
1391,iphone,4,0.04
1392,wine_bottle,4,0.04
1393,server,4,0.04
1394,toy_car,4,0.04
1395,surge_protector,4,0.04
1396,magazine_rack,4,0.04
1397,dollhouse,4,0.04
1398,soap_holder,4,0.04
1399,wii,4,0.04
1400,tricycle,4,0.04
1401,business_cards,4,0.04
1402,clothing_rack,4,0.04
1403,toiletbowlbrush,4,0.04
1404,ping-pong_table,4,0.04
1405,toilet_scrubber,4,0.04
1406,soap_dish,4,0.04
1407,storagespace,4,0.04
1408,avocado,4,0.04
1409,brick,4,0.04
1410,toy_kitchen,4,0.04
1411,lemon,4,0.04
1412,fishtank,4,0.04
1413,ipod_dock,4,0.04
1414,bookholder,4,0.04
1415,door_way,4,0.04
1416,door_stopper,4,0.04
1417,ribbon,4,0.04
1418,roller,4,0.04
1419,restaurant,4,0.04
1420,celling,4,0.04
1421,pillo,4,0.04
1422,bannister,4,0.04
1423,dresses,4,0.04
1424,tabledecoration,4,0.04
1425,cabinettop,4,0.04
1426,ricecooker,4,0.04
1427,espressomachine,4,0.04
1428,parcel,4,0.04
1429,chalkbox,4,0.04
1430,backchair,4,0.04
1431,vacuum,4,0.04
1432,tvtable,4,0.04
1433,alcove,4,0.04
1434,lightswitches,4,0.04
1435,kleenex,4,0.04
1436,broad,4,0.04
1437,pencup,4,0.04
1438,carboardbox,4,0.04
1439,whitescreen,4,0.04
1440,tiledwall,4,0.04
1441,soapcase,4,0.04
1442,cosmetics,4,0.04
1443,ceilinglamp,4,0.04
1444,hanginglight,4,0.04
1445,head,4,0.04
1446,salestag,4,0.04
1447,advertisment,4,0.04
1448,bedstead,4,0.04
1449,otherroom,4,0.04
1450,signage,4,0.04
1451,curtainrod,4,0.04
1452,pic,4,0.04
1453,tablelight,4,0.04
1454,ceilinglights,4,0.04
1455,cage,4,0.04
1456,longtable,4,0.04
1457,leatherchair,4,0.04
1458,design,4,0.04
1459,dishstrainer,4,0.04
1460,writingpad,4,0.04
1461,padlock,4,0.04
1462,airconditioningunit,4,0.04
1463,patio,4,0.04
1464,squaretable,4,0.04
1465,woodenwallpanelling,4,0.04
1466,register,4,0.04
1467,doubledoor,4,0.04
1468,swivelchair,4,0.04
1469,chari,4,0.04
1470,mailbox,4,0.04
1471,pillars,4,0.04
1472,concretewall,4,0.04
1473,planner,4,0.04
1474,boxofpaper,4,0.04
1475,umberlla,4,0.04
1476,firstchair,4,0.04
1477,secondchair,4,0.04
1478,filetray,4,0.04
1479,lowerwall,4,0.04
1480,packingtape,4,0.04
1481,floortrim,4,0.04
1482,halfwall,4,0.04
1483,giftbag,4,0.04
1484,hallwaywall,4,0.04
1485,computerequipment,4,0.04
1486,filerack,4,0.04
1487,pots,4,0.04
1488,notices,4,0.04
1489,indoorplant,4,0.04
1490,pegboard,4,0.04
1491,wallunit,4,0.04
1492,plasticcase,4,0.04
1493,chords,4,0.04
1494,bathroomdoor,4,0.04
1495,coffeesupplies,4,0.04
1496,dishdrainer,4,0.04
1497,walll,4,0.04
1498,lift,4,0.04
1499,woodchair,4,0.04
1500,woddenrack,4,0.04
1501,electricalcords,4,0.04
1502,dresserdrawer,4,0.04
1503,electricalwires,4,0.04
1504,documents,4,0.04
1505,holepuncher,4,0.04
1506,woodensheet,4,0.04
1507,steeltable,4,0.04
1508,toytruck,4,0.04
1509,bathmat,4,0.04
1510,plunger,4,0.04
1511,glassdivider,4,0.04
1512,vents,4,0.04
1513,boxs,4,0.04
1514,wallplug,4,0.04
1515,foot,4,0.04
1516,powerswitchbox,4,0.04
1517,wentilater,4,0.04
1518,conduit,4,0.04
1519,wallcabinet,4,0.04
1520,chalkboarderaser,4,0.04
1521,baseboardheater,4,0.04
1522,sinkbasin,4,0.04
1523,whiteobject,4,0.04
1524,pingpongtable,4,0.04
1525,pooltable,4,0.04
1526,lamb,4,0.04
1527,bluebox,4,0.04
1528,rockingchair,4,0.04
1529,vcr,4,0.04
1530,tableandchairs,4,0.04
1531,chairtop,4,0.04
1532,fire,4,0.04
1533,duvet,4,0.04
1534,sky,4,0.04
1535,mirrow,4,0.04
1536,pricelabel,4,0.04
1537,sprinkler,4,0.04
1538,vendingmachine,4,0.04
1539,highchair,4,0.04
1540,leathercouch,4,0.04
1541,babybed,4,0.04
1542,uppercabinet,4,0.04
1543,shoeshelf,4,0.04
1544,laundryhamper,4,0.04
1545,wheels,4,0.04
1546,lecturn,4,0.04
1547,row,4,0.04
1548,char,4,0.04
1549,pencilbox,4,0.04
1550,whitechair,4,0.04
1551,partician,4,0.04
1552,towelhanger,4,0.04
1553,mopbucket,4,0.04
1554,garment,4,0.04
1555,achair,4,0.04
1556,selling,4,0.04
1557,humanbeing,4,0.04
1558,shelfwithdrawer,4,0.04
1559,studentdesk,4,0.04
1560,walltiles,4,0.04
1561,gadget,4,0.04
1562,windowseal,4,0.04
1563,ironingboard,4,0.04
1564,letterbox,4,0.04
1565,wwindow,4,0.04
1566,magzine,4,0.04
1567,acvent,4,0.04
1568,amplifier,4,0.04
1569,paipe,4,0.04
1570,floorsection,4,0.04
1571,deadbolt,4,0.04
1572,electricalplug,4,0.04
1573,exitboard,4,0.04
1574,couchset,4,0.04
1575,lotionbottle,4,0.04
1576,dishcloth,4,0.04
1577,thermastat,4,0.04
1578,bathroom,4,0.04
1579,europeancloset,4,0.04
1580,cleaningbrush,4,0.04
1581,electricalswitch,4,0.04
1582,glassbox,4,0.04
1583,telephonewire,4,0.04
1584,deskdrawers,4,0.04
1585,woodenpeice,4,0.04
1586,ironrods,4,0.04
1587,labequipment,4,0.04
1588,berow,4,0.04
1589,playhouse,4,0.04
1590,postitboard,3,0.03
1591,coffetable,3,0.03
1592,recycling,3,0.03
1593,letterpad,3,0.03
1594,notebooks,3,0.03
1595,bookandpapers,3,0.03
1596,chapstick,3,0.03
1597,roomspray,3,0.03
1598,partitionboard,3,0.03
1599,travelmug,3,0.03
1600,backboard,3,0.03
1601,boardstand,3,0.03
1602,rubbersheet,3,0.03
1603,ceilingtile,3,0.03
1604,cardboardtube,3,0.03
1605,papercups,3,0.03
1606,wallpost,3,0.03
1607,bookcollection,3,0.03
1608,pencils,3,0.03
1609,boardgame,3,0.03
1610,boxoftissues,3,0.03
1611,wirecable,3,0.03
1612,whiteboardcleaner,3,0.03
1613,coffeemugs,3,0.03
1614,roomsign,3,0.03
1615,discs,3,0.03
1616,cablewire,3,0.03
1617,hearphones,3,0.03
1618,glue,3,0.03
1619,packets,3,0.03
1620,screw,3,0.03
1621,cactus,3,0.03
1622,lightswitchplate,3,0.03
1623,instructions,3,0.03
1624,coach,3,0.03
1625,shelfunit,3,0.03
1626,powercords,3,0.03
1627,classtumpler,3,0.03
1628,punchingmachine,3,0.03
1629,flowerplant,3,0.03
1630,liquid,3,0.03
1631,leaves,3,0.03
1632,bowls,3,0.03
1633,potlid,3,0.03
1634,foil,3,0.03
1635,papertowelrack,3,0.03
1636,electricswitch,3,0.03
1637,vehicle,3,0.03
1638,glasscup,3,0.03
1639,fruitbasket,3,0.03
1640,toykitchen,3,0.03
1641,wickerbasket,3,0.03
1642,giftbox,3,0.03
1643,cards,3,0.03
1644,wallhanger,3,0.03
1645,cash,3,0.03
1646,chair.,3,0.03
1647,wallcolumn,3,0.03
1648,phonecord,3,0.03
1649,notecards,3,0.03
1650,earphones,3,0.03
1651,cdcase,3,0.03
1652,rubberband,3,0.03
1653,coins,3,0.03
1654,workspace,3,0.03
1655,wallbottomwoodwork,3,0.03
1656,wastecan,3,0.03
1657,hairbrush,3,0.03
1658,computerroom,3,0.03
1659,darkness,3,0.03
1660,bedcomforter,3,0.03
1661,product,3,0.03
1662,gel,3,0.03
1663,kitchentable,3,0.03
1664,sneakers,3,0.03
1665,tablecabinet,3,0.03
1666,controlbox,3,0.03
1667,wallsticker,3,0.03
1668,roundchair,3,0.03
1669,wallobject,3,0.03
1670,solution,3,0.03
1671,compactdisc,3,0.03
1672,cupboardhandle,3,0.03
1673,leafs,3,0.03
1674,tablemat,3,0.03
1675,soba,3,0.03
1676,lcd,3,0.03
1677,billow,3,0.03
1678,bedroom,3,0.03
1679,washingliquid,3,0.03
1680,sugar,3,0.03
1681,bottil,3,0.03
1682,cleaningwipes,3,0.03
1683,boots,3,0.03
1684,utensils,3,0.03
1685,string,3,0.03
1686,strainer,3,0.03
1687,cabinetdoors,3,0.03
1688,medicinebottle,3,0.03
1689,brushstand,3,0.03
1690,racker,3,0.03
1691,ceilings,3,0.03
1692,wallsconce,3,0.03
1693,showerhead,3,0.03
1694,steelpipe,3,0.03
1695,venthood,3,0.03
1696,randomstuff,3,0.03
1697,telephonecord,3,0.03
1698,pencil_holder,3,0.03
1699,basketballhoop,3,0.03
1700,hockey_stick,3,0.03
1701,cookingpan,3,0.03
1702,vegetable_peeler,3,0.03
1703,canopener,3,0.03
1704,spoonstand,3,0.03
1705,potato,3,0.03
1706,necklace,3,0.03
1707,electric_mixer,3,0.03
1708,ipad,3,0.03
1709,whiteboarderaser,3,0.03
1710,coat_hanger,3,0.03
1711,cardboardsheet,3,0.03
1712,handsanitizerdispenser,3,0.03
1713,trampoline,3,0.03
1714,paperbundle,3,0.03
1715,light_bulb,3,0.03
1716,windowcover,3,0.03
1717,baby_gate,3,0.03
1718,knobs,3,0.03
1719,mail_tray,3,0.03
1720,tennis_racket,3,0.03
1721,perfume,3,0.03
1722,lazy_susan,3,0.03
1723,fruit_stand,3,0.03
1724,waterfilter,3,0.03
1725,steamer,3,0.03
1726,windowseat,3,0.03
1727,toyboat,3,0.03
1728,luggage_stand,3,0.03
1729,lego,3,0.03
1730,storagechest,3,0.03
1731,slide,3,0.03
1732,playpen,3,0.03
1733,drum_set,3,0.03
1734,drawerknob,3,0.03
1735,sleeping_bag,3,0.03
1736,rolleduprug,3,0.03
1737,door_knob,3,0.03
1738,barrier,3,0.03
1739,toilet_paper_holder,3,0.03
1740,soap_dispenser,3,0.03
1741,power_outlet,3,0.03
1742,road,3,0.03
1743,meter,3,0.03
1744,nail,3,0.03
1745,wheel_chair,3,0.03
1746,milk,3,0.03
1747,snacks,3,0.03
1748,female,3,0.03
1749,chalk_board,3,0.03
1750,pictur,3,0.03
1751,bero,3,0.03
1752,men,3,0.03
1753,bluecarpet,3,0.03
1754,decorativevase,3,0.03
1755,bedpillow,3,0.03
1756,beams,3,0.03
1757,cardboardboxes,3,0.03
1758,flowerarrangement,3,0.03
1759,boxofchalk,3,0.03
1760,electricstove,3,0.03
1761,stovehood,3,0.03
1762,middlechair,3,0.03
1763,copypaper,3,0.03
1764,displaybox,3,0.03
1765,class,3,0.03
1766,receiver,3,0.03
1767,keybroad,3,0.03
1768,camerastand,3,0.03
1769,underdesk,3,0.03
1770,storagecabinets,3,0.03
1771,dryeraserboard,3,0.03
1772,foosballtable,3,0.03
1773,window',3,0.03
1774,bell,3,0.03
1775,teamaker,3,0.03
1776,booktable,3,0.03
1777,robe,3,0.03
1778,clotheshanger,3,0.03
1779,information,3,0.03
1780,displayfloor,3,0.03
1781,pricebanner,3,0.03
1782,pillowdisplay,3,0.03
1783,wallsign,3,0.03
1784,lader,3,0.03
1785,mannequin,3,0.03
1786,tablesandchairs,3,0.03
1787,tilebacksplash,3,0.03
1788,lightstand,3,0.03
1789,doorglass,3,0.03
1790,wirebin,3,0.03
1791,lantern,3,0.03
1792,sectionalcouch,3,0.03
1793,hangingsign,3,0.03
1794,fileorganizer,3,0.03
1795,bottomofchair,3,0.03
1796,filefolders,3,0.03
1797,deskmat,3,0.03
1798,otherwall,3,0.03
1799,seats,3,0.03
1800,blackbroad,3,0.03
1801,cartboard,3,0.03
1802,erasableboard,3,0.03
1803,woodenbaseboard,3,0.03
1804,led,3,0.03
1805,filecabnet,3,0.03
1806,centertable,3,0.03
1807,minitable,3,0.03
1808,portfolio,3,0.03
1809,windowsil,3,0.03
1810,icemaker,3,0.03
1811,servingtray,3,0.03
1812,tea,3,0.03
1813,framedphoto,3,0.03
1814,chairandtable,3,0.03
1815,lable,3,0.03
1816,boothbench,3,0.03
1817,restroomsign,3,0.03
1818,sodamachine,3,0.03
1819,panelbox,3,0.03
1820,guardrail,3,0.03
1821,ventilation,3,0.03
1822,wallmap,3,0.03
1823,outsidewall,3,0.03
1824,topofchair,3,0.03
1825,computercabin,3,0.03
1826,partitionpanel,3,0.03
1827,wallpainting,3,0.03
1828,computercpu,3,0.03
1829,wallbracket,3,0.03
1830,usb,3,0.03
1831,blocks,3,0.03
1832,recylingbin,3,0.03
1833,bet,3,0.03
1834,expoboard,3,0.03
1835,magazineholder,3,0.03
1836,maskingtape,3,0.03
1837,shelfs,3,0.03
1838,photostatmachine,3,0.03
1839,cushionsofa,3,0.03
1840,creamer,3,0.03
1841,soda,3,0.03
1842,windowslab,3,0.03
1843,filecabinets,3,0.03
1844,brownpaperbag,3,0.03
1845,boxlid,3,0.03
1846,riser,3,0.03
1847,officewindow,3,0.03
1848,smallbox,3,0.03
1849,sack,3,0.03
1850,openbox,3,0.03
1851,sidewood,3,0.03
1852,draincover,3,0.03
1853,cleanerbottle,3,0.03
1854,clockradio,3,0.03
1855,spout,3,0.03
1856,woodensofa,3,0.03
1857,concretepillar,3,0.03
1858,desk/table,3,0.03
1859,cornerprotector,3,0.03
1860,cementpillar,3,0.03
1861,chessset,3,0.03
1862,handwashliquid,3,0.03
1863,watertank,3,0.03
1864,ethernetcable,3,0.03
1865,hallwayfloor,3,0.03
1866,cubbies,3,0.03
1867,rubik'scube,3,0.03
1868,post-it,3,0.03
1869,steelrod,3,0.03
1870,papersign,3,0.03
1871,shoulderbag,3,0.03
1872,sheetrock,3,0.03
1873,storagebins,3,0.03
1874,woodencabin,3,0.03
1875,boat,3,0.03
1876,glassdoors,3,0.03
1877,bathroomwall,3,0.03
1878,boxsprings,3,0.03
1879,dispencer,3,0.03
1880,pianobench,3,0.03
1881,steelchair,3,0.03
1882,laundrybin,3,0.03
1883,slippers,3,0.03
1884,a/c,3,0.03
1885,racks,3,0.03
1886,greenwall,3,0.03
1887,hooks,3,0.03
1888,choir,3,0.03
1889,cabinwall,3,0.03
1890,traw,3,0.03
1891,chair#,3,0.03
1892,pamphlet,3,0.03
1893,handel,3,0.03
1894,chairbottom,3,0.03
1895,metalcart,3,0.03
1896,soapdispensor,3,0.03
1897,icemachine,3,0.03
1898,stalldivider,3,0.03
1899,walldesk,3,0.03
1900,stallwall,3,0.03
1901,notes,3,0.03
1902,supportbar,3,0.03
1903,bathroomstall,3,0.03
1904,stone,3,0.03
1905,yellowobject,3,0.03
1906,presentationboard,3,0.03
1907,pamphlets,3,0.03
1908,owl,3,0.03
1909,shrub,3,0.03
1910,toliet,3,0.03
1911,chaircushion,3,0.03
1912,worktop,3,0.03
1913,rearwall,3,0.03
1914,woodendesk,3,0.03
1915,bedheadboard,3,0.03
1916,buffettable,3,0.03
1917,bouquet,3,0.03
1918,etagere,3,0.03
1919,diningchair,3,0.03
1920,gallery,3,0.03
1921,tvcabinet,3,0.03
1922,backofchair,3,0.03
1923,woodenflooring,3,0.03
1924,partialwall,3,0.03
1925,glasstoptable,3,0.03
1926,sofapillow,3,0.03
1927,tags,3,0.03
1928,wallcurtain,3,0.03
1929,frontwall,3,0.03
1930,sectionalsofa,3,0.03
1931,house,3,0.03
1932,linen,3,0.03
1933,miniblinds,3,0.03
1934,nothing,3,0.03
1935,ceiling.,3,0.03
1936,candleandholder,3,0.03
1937,televison,3,0.03
1938,grinder,3,0.03
1939,escalator,3,0.03
1940,walllight,3,0.03
1941,rollofpaper,3,0.03
1942,wetfloorsign,3,0.03
1943,granite,3,0.03
1944,mirroreddresser,3,0.03
1945,lmap,3,0.03
1946,seatee,3,0.03
1947,ornament,3,0.03
1948,displaystand,3,0.03
1949,lowercabinet,3,0.03
1950,displayrack,3,0.03
1951,informationboard,3,0.03
1952,lampbase,3,0.03
1953,parquet,3,0.03
1954,fruits,3,0.03
1955,sign.,3,0.03
1956,flowersinvase,3,0.03
1957,rollingtable,3,0.03
1958,surface,3,0.03
1959,woodrack,3,0.03
1960,changingtable,3,0.03
1961,toycar,3,0.03
1962,powerpoint,3,0.03
1963,suspendeddrawer,3,0.03
1964,refrigirator,3,0.03
1965,roomnumberplaque,3,0.03
1966,cinderblockwall,3,0.03
1967,showerenclosure,3,0.03
1968,tvscreen,3,0.03
1969,schooldesk,3,0.03
1970,tabe,3,0.03
1971,calculater,3,0.03
1972,workdesk,3,0.03
1973,edge,3,0.03
1974,extinguisher,3,0.03
1975,table/desk,3,0.03
1976,flyers,3,0.03
1977,cautiontape,3,0.03
1978,monitorbase,3,0.03
1979,mic,3,0.03
1980,tableframe,3,0.03
1981,glasscase,3,0.03
1982,flushhandle,3,0.03
1983,posting,3,0.03
1984,hotplate,3,0.03
1985,laptopcharger,3,0.03
1986,hose,3,0.03
1987,pillbottle,3,0.03
1988,speeker,3,0.03
1989,buttons,3,0.03
1990,raft,3,0.03
1991,materials,3,0.03
1992,machinery,3,0.03
1993,table#,3,0.03
1994,watercane,3,0.03
1995,mobstick,3,0.03
1996,weighingmachine,3,0.03
1997,chappel,3,0.03
1998,tissuepaperdispenser,3,0.03
1999,kitchenfloor,3,0.03
2000,lazysusan,3,0.03
2001,shelfsupport,3,0.03
2002,pilloe,3,0.03
2003,refigerator,3,0.03
2004,pairofshoes,3,0.03
2005,console,3,0.03
2006,metalstrip,3,0.03
2007,tabels,3,0.03
2008,topwithshelf,3,0.03
2009,stoolleg,3,0.03
2010,officeequipments,3,0.03
2011,"table,chair",3,0.03
2012,classroom,3,0.03
2013,chalktray,3,0.03
2014,student,3,0.03
2015,totebag,3,0.03
2016,windowpanel,3,0.03
2017,metalsheet,3,0.03
2018,spoons,3,0.03
2019,seating,3,0.03
2020,earser,3,0.03
2021,closset,3,0.03
2022,shoecase,3,0.03
2023,pairofsneakers,3,0.03
2024,mobilephone,3,0.03
2025,iron,3,0.03
2026,dustpan,3,0.03
2027,sandals,3,0.03
2028,windw,3,0.03
2029,heatervent,3,0.03
2030,zerox,3,0.03
2031,envelopes,3,0.03
2032,countertable,3,0.03
2033,knifeblock,3,0.03
2034,chartpaper,3,0.03
2035,officesupply,3,0.03
2036,tablerack,3,0.03
2037,tablebottom,3,0.03
2038,curtens,3,0.03
2039,plasticcups,3,0.03
2040,dustbeen,3,0.03
2041,chairbase,3,0.03
2042,chair',3,0.03
2043,tabledesk,3,0.03
2044,vesselcleaner,3,0.03
2045,rock,3,0.03
2046,graywall,3,0.03
2047,writtingpad,3,0.03
2048,pumpkin,3,0.03
2049,copierpaper,3,0.03
2050,blower,3,0.03
2051,labtable,3,0.03
2052,baisin,3,0.03
2053,beanbagchair,3,0.03
2054,red,3,0.03
2055,disk,3,0.03
2056,showercurtainrod,3,0.03
2057,plantstand,3,0.03
2058,otherhomeuse,3,0.03
2059,cuntainer,3,0.03
2060,taperecorder,3,0.03
2061,bath,3,0.03
2062,tuperwear,3,0.03
2063,gun,3,0.03
2064,woodenboard,3,0.03
2065,teepoi,3,0.03
2066,lightedspot,3,0.03
2067,labequiptment,3,0.03
2068,ironrod,3,0.03
2069,stairway,3,0.03
2070,accessories,3,0.03
2071,bookwithpaper,3,0.03
2072,officemachine,3,0.03
2073,wallcontinued,3,0.03
2074,recessedlighting,3,0.03
2075,wireroll,3,0.03
2076,ironbox,3,0.03
2077,workstation,3,0.03
2078,3-holepunch,3,0.03
2079,roundsofa,3,0.03
2080,whitesheet,3,0.03
2081,dusbin,3,0.03
2082,blackcloth,3,0.03
2083,carriage,3,0.03
2084,nest,3,0.03
2085,vaccumcleaner,3,0.03
2086,petjar,3,0.03
2087,redboard,3,0.03
2088,irontubes,3,0.03
2089,fluorescentlighting,3,0.03
2090,bananas,3,0.03
2091,anobject,3,0.03
