stage,scene_type,scene,classes_present,split
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0288,chair|cabinet|shelf|desk|picture|book|paper|monitor,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0289,chair|window|cabinet|desk|picture,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0290,chair|table|shelf|box|picture,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0291,chair|table|door|shelf|desk|box|picture|book|paper|monitor|keyboard,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0292,chair|table|cabinet|desk|box|picture,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0293,chair|table|window|shelf|picture,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0294,chair|table|cabinet|shelf|desk|box|monitor|bottle|keyboard,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0295,chair|table|door|cabinet|picture|bag,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0296,chair|table|window|shelf|desk|box|picture|book|paper|monitor|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0297,table|window|shelf|desk|picture|book|paper|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0298,chair|cabinet|shelf|desk|box|picture|book|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0299,chair|table|window|cabinet|shelf|desk|box|picture|book|paper|bottle|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0300,chair|table|shelf|desk|box|picture|book|paper|monitor|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0301,table|window|cabinet|shelf|desk|picture|paper|monitor|keyboard|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0302,chair|table|cabinet|desk|picture|paper|bag,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0303,chair|table|window|shelf|box|picture|book|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0304,chair|table|window|shelf|desk|book|monitor|bottle|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0305,chair|table|window|cabinet|picture|paper|bottle|bag,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0306,chair|cabinet|desk|picture|paper|pillow|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0307,chair|desk|box|picture|book|paper|bottle|bag|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0308,chair|table|shelf|desk|box|picture|book|paper|lamp|bottle|bag|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0309,chair|table|cabinet|desk|box|picture|book|paper|lamp|monitor|bottle|bag|keyboard|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0310,chair|table|shelf|desk|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0311,chair|table|window|door|desk|picture|paper|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0312,chair|table|door|cabinet|shelf|box|picture|book|paper|bottle|bag|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0313,chair|table|cabinet|shelf|desk|box|picture|bottle|counter|cup,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0314,chair|table|cabinet|desk|picture|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0315,chair|table|cabinet|shelf|box|book|paper|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0316,chair|table|shelf|desk|box|picture|book|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0317,chair|table|cabinet|shelf|desk|box|picture|book,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0318,chair|table|shelf|box|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0319,chair|table|shelf|box|picture|book|paper|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0320,chair|table|cabinet|shelf|box|picture|book|paper|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0321,chair|table|window|shelf|box|picture|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0322,chair|table|shelf|box|picture|cup,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0323,chair|table|shelf|picture|book|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0324,chair|table|cabinet|shelf|picture|book|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0325,sofa|pillow,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0326,chair|table|door|cabinet|shelf|box|picture|paper|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0327,chair|table|window|door|cabinet|shelf|box|picture|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0328,chair|table|cabinet|shelf|picture|paper|bottle|mirror,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0329,chair|table|door|shelf|picture|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0330,chair|table|cabinet|box|picture|book,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0331,table|window|shelf|box|picture|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU0332,chair|table|cabinet|shelf|box|picture|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-41-25_260595134347,table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-42-00_260595134347,chair|table|sofa,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-42-23_260595134347,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-42-41_260595134347,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-43-17_260595134347,chair|table|window|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-43-32_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-18-21_260595134347,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-18-42_260595134347,chair|table|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-18-55_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-19-20_260595134347,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-19-38_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-19-45_260595134347,chair|table|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-20-02_260595134347,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-20-22_260595134347,chair|table|door|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-21-18_260595134347,chair|table|monitor|keyboard,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-21-28_260595134347,chair|table|keyboard,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-32-44_260595134347,desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-33-05_260595134347,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-33-25_260595134347,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-34-08_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-34-22_260595134347,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-34-39_260595134347,desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-35-00_260595134347,table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-35-14_260595134347,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-36-05_260595134347,chair|table|window|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-36-21_260595134347,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-36-39_260595134347,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-37-01_260595134347,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-37-15_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-37-34_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-37-54_260595134347,chair|table|picture,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-38-16_260595134347,chair|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-38-45_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-39-08_260595134347,chair|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-39-33_260595134347,chair|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-39-57_260595134347,chair|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-32-01_260595134347,door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-32-29_260595134347,chair|desk|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-43-26_260595134347,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-43-47_260595134347,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-44-11_260595134347,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-44-28_260595134347,chair|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-44-55_260595134347,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-45-11_260595134347,chair|cabinet|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-45-48_260595134347,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-46-16_260595134347,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-46-38_260595134347,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-47-01_260595134347,desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-47-19_260595134347,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-48-21_260595134347,chair|table|window|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-48-47_260595134347,window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-49-07_260595134347,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-49-37_260595134347,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-49-51_260595134347,chair|table|window|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-50-08_260595134347,chair|table|window|door|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-50-23_260595134347,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-50-41_260595134347,chair|table|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-51-08_260595134347,chair|table|window|cabinet|desk|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-51-42_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-51-58_260595134347,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-52-13_260595134347,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-52-30_260595134347,table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-52-48_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-53-05_260595134347,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-54-16_260595134347,chair|window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-54-41_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-55-03_260595134347,desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-55-20_260595134347,desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-55-37_260595134347,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-00-02_260595134347,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-00-21_260595134347,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-00-34_260595134347,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000060_2014-04-29_14-37-21_094959634447_rgbf000100-resize,chair|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000061_2014-04-29_14-37-44_094959634447_rgbf000100-resize,chair|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000062_2014-04-29_14-38-23_094959634447_rgbf000050-resize,chair|table|window|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000063_2014-04-29_14-38-52_094959634447_rgbf000101-resize,,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000064_2014-04-29_14-39-49_094959634447_rgbf002016-resize,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000158_2014-05-20_17-33-37_260595134347_rgbf000100-resize,chair|table|window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000333_2014-06-09_20-19-26_260595134347_rgbf000164-resize,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000334_2014-06-09_20-19-58_260595134347_rgbf000142-resize,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000335_2014-06-08_11-30-31_260595134347_rgbf000184-resize,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000336_2014-06-08_11-32-47_260595134347_rgbf000334-resize,chair|table|door|box|lamp|mirror|cup,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000337_2014-06-08_11-33-33_260595134347_rgbf000215-resize,chair|table|lamp,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000338_2014-06-08_11-34-19_260595134347_rgbf000102-resize,chair|table|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000339_2014-06-08_11-34-52_260595134347_rgbf002542-resize,chair|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000340_2014-06-08_11-39-28_260595134347_rgbf000245-resize,chair|paper|lamp,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000341_2014-06-08_11-40-02_260595134347_rgbf000137-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000346_2014-06-09_19-48-39_260595134347_rgbf000119-resize,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000347_2014-06-09_19-49-03_260595134347_rgbf000225-resize,chair|table|window|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000348_2014-06-09_19-49-30_260595134347_rgbf000130-resize,chair|table|window|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000354_2014-06-09_20-31-55_260595134347_rgbf000172-resize,chair|table|door|desk|book,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000355_2014-06-09_20-32-26_260595134347_rgbf000181-resize,table|window|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000356_2014-06-09_20-32-58_260595134347_rgbf000179-resize,table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000357_2014-06-09_20-33-32_260595134347_rgbf000234-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000358_2014-06-09_20-35-19_260595134347_rgbf000150-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000371_2014-06-08_22-20-19_260595134347_rgbf000138-resize,chair|table|window|shelf|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000372_2014-06-08_22-20-45_260595134347_rgbf000110-resize,chair|table|door|shelf|desk|picture,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000377_2014-06-08_11-18-34_260595134347_rgbf000178-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000378_2014-06-08_11-19-25_260595134347_rgbf000084-resize,chair|table|window|door|paper|sofa|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000379_2014-06-08_11-19-45_260595134347_rgbf000106-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000523_2014-06-08_13-53-25_260595134347_rgbf000098-resize,chair|window|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000817_2014-06-08_22-58-14_260595134347_rgbf000072-resize,chair|table,SceneType-3stage
